genre	key	timesignature	tempo	t0	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10	t11	t12	t13	t14	t15	t16	t17	t18	t19	t20	t21	t22	t23	t24	t25	t26	t27	t28	t29	t30	t31	t32	t33	t34	t35	t36	t37	t38	t39	t40	t41	t42	t43	t44	t45	t46	t47 
Electronic	9	4	87.982	-34.362	-84.142	-87.089	-17.288	-115.337	-132.605	-78.843	-248.26	-145.106	-126.106	-102.567	-124.488	-188.173	-90.439	-60.166	-98.354	-89.529	-32.268	11.819	14.808	-97.28	-67.3	-95.874	-59.855	-133.71	-33.053	-74.075	-55.478	-58.187	-43.352	-112.293	-49.5	-54.89	-66.715	24.275	-53.805	-144.615	-136.411	-221.433	-75.601	-68.591	-151.391	-85.36	-145.311	-94.587	-97.774	9.481	-25.036
Pop_Rock	8	1	75.452	32.66	0.86	11.103	24.643	39.111	-0.114	4.668	26.365	26.769	6.669	11.272	14.654	17.043	-28.33	25.91	34.797	-2.917	6.364	20.392	25.841	-5.409	30.134	27.333	27.71	-4.599	-0.135	21.526	30.771	12.134	35.467	35.577	-12.992	4.346	27.324	37.923	1.325	6.457	42.175	32.542	18.137	-11.716	23.894	-5.705	53.168	-24.995	10.71	13.348	-32.082
Pop_Rock	7	4	114.047	-43.68	-27.637	-10.292	-44.768	-93.699	-6.495	-44.483	-20.141	-39.855	-35.699	-76.496	-84.748	-6.16	-14.385	12.56	62.474	36.654	-42.062	-72.002	-88.048	-30.204	-56.931	-29.881	-1.052	-60.365	-13.147	-76.586	-26.968	-47.24	-66.343	-72.726	-32.224	-21.033	-49.13	-40.32	-62.68	-76.754	-31.109	19.957	63.199	69.105	47.324	16.021	-22.863	-29.994	-33.508	-15.617	15.145
Pop_Rock	0	4	241.818	-38.124	-72.141	-82.386	-88.972	-105.857	-76.998	-84.889	-117.741	-130.33	-27.964	-49.201	-127.79	-158.337	-88.971	-34.17	-113.192	-75.222	25.363	9.269	-80.045	-61.673	10.954	16.356	-50.86	-78.57	28.479	-54.078	-118.013	-69.051	-84.507	-90.721	-50.206	-34.892	-123.048	-2.171	-87.097	-87.566	-118.912	-88.569	-126.942	-62.769	-66.877	-63.799	-120.136	-84.909	95.858	60.179	-102.694
Pop_Rock	7	4	126.1	37.165	49.449	-25.066	-33.158	-24.56	4.716	-12.72	-4.194	-134.696	-18.444	-49.832	50.397	-2.026	6.747	13.437	43.307	90.409	60.23	105.058	33.703	33.528	-53.176	-2.148	24.029	32.346	32.953	38.114	37.787	51.428	38.675	45.348	-10.15	38.552	46.763	15.54	24.611	35.248	38.671	24.259	12.336	45.837	33.39	65.473	38.609	-1.125	14.275	40.744	1.878
Pop_Rock	2	4	98.733	9.358	25.316	43.828	43.077	60.328	88.617	61.021	92.079	59.538	128.36	75.711	81.07	80.217	82.657	101.021	113.601	117.543	60.48	64.351	41.257	34.346	74.275	12.779	30.965	8.393	37.397	38.575	53.993	91.918	39.777	71.195	54.917	27.009	5.176	46.521	43.333	59.21	74.583	53.533	70.245	77.551	-1.186	81.98	57.085	140.023	16.808	79.004	23.568
Pop_Rock	6	3	114.929	28.574	70.055	31.478	38.508	38.93	1.811	11.444	47.571	27.725	37.727	39.637	0.643	17.541	43.531	42.827	60.998	21.547	65.298	50.218	36.289	13.891	-45.972	12.098	40.441	67.892	66.752	34.796	49.21	57.997	21.536	29.17	30.55	36.764	-23.424	47.345	132.747	59.258	9.273	72.15	37.293	12.183	6.571	73.711	131.941	1.419	0.944	77.454	78.492
Pop_Rock	6	4	116.239	51.249	63.636	55.552	27.106	22.138	16.872	112.773	53.19	74.498	53.181	54.593	74.446	144.82	90.501	78.783	104.077	60.34	50.819	102.621	88.072	72.657	49.329	90.657	65.745	40.349	62.645	58.723	76.55	69.077	83.414	74.413	60.9	71.703	99.554	78.904	69.426	49.078	71.99	55.965	78.299	33.119	44.56	39.159	53.56	83.775	69.07	74.256	109.584
Electronic	0	4	129.986	11.0	35.342	15.975	69.623	8.494	-13.775	15.087	-3.249	48.528	16.116	24.757	31.271	19.248	14.595	26.89	-2.043	17.305	35.28	29.028	6.388	19.249	12.2	28.631	27.693	50.564	39.856	28.956	12.954	4.669	7.671	15.306	27.162	6.566	-3.038	-33.17	12.685	26.719	10.829	53.349	14.267	19.246	10.273	-0.177	7.349	-5.199	22.149	8.711	28.102
Country	11	1	40.384	32.2	57.823	58.233	-56.015	-27.291	101.884	104.839	81.006	9.45	56.065	97.268	-30.075	-37.401	46.929	19.885	6.625	55.466	13.386	4.41	61.831	-29.894	42.277	168.838	2.607	-37.488	-28.714	194.675	-79.058	-63.294	122.722	-9.31	-56.299	52.808	190.86	-7.016	-24.992	-45.118	165.332	-53.216	31.251	91.52	5.039	149.729	-0.96	-27.008	33.598	103.43	40.018
Pop_Rock	5	4	97.431	-40.154	-41.631	21.371	-47.374	-30.4	-30.096	-48.85	-59.145	-16.055	-50.256	50.471	-69.994	-74.857	-25.38	-9.413	-50.244	-65.197	-15.76	-20.373	78.851	-50.07	-65.079	-18.521	-24.946	-13.08	-22.489	-62.295	-15.122	-46.02	-61.343	-32.59	-17.245	13.436	-58.241	-51.72	-44.276	-14.068	-70.537	-56.434	-60.15	-5.031	-20.745	84.711	-24.292	-70.523	-19.363	-8.003	-52.102
Pop_Rock	9	4	94.838	37.046	60.211	19.172	21.137	11.76	-32.136	-39.837	-29.291	4.639	-18.089	14.919	50.108	23.264	10.287	-64.273	-50.728	-72.805	-47.988	-88.847	-15.231	-71.306	9.609	-36.479	28.081	-22.581	63.752	-9.962	65.815	86.886	-9.788	83.577	93.426	70.37	88.368	167.826	38.157	111.43	164.842	158.664	63.593	142.65	-8.787	243.465	91.645	-55.995	-92.69	-79.514	-27.904
Country	0	4	95.264	31.504	16.144	32.971	-5.347	8.343	-40.589	-24.413	-7.398	-0.64	37.885	24.69	-43.369	-61.408	-16.443	13.718	7.468	-5.318	16.7	-28.712	-30.971	-14.139	-17.694	14.43	-55.689	-17.956	-50.881	-33.936	28.97	-1.169	-4.959	-7.394	3.237	-5.394	-27.945	-50.138	-48.94	-58.82	-43.071	9.605	-6.793	31.499	-36.464	0.319	-35.691	-21.697	12.464	4.692	-14.954
Pop_Rock	10	4	207.238	38.488	53.131	57.363	22.927	-8.963	90.837	35.715	71.503	63.478	12.217	63.084	53.273	23.395	21.616	3.337	81.294	32.945	28.737	40.156	15.285	38.372	14.213	70.704	14.467	43.278	57.937	31.86	42.861	5.032	17.658	60.617	20.316	62.439	6.702	46.131	26.709	23.415	47.293	8.426	26.969	66.483	27.973	45.574	44.007	77.865	2.216	40.492	26.999
Rap	11	4	98.927	94.254	58.402	101.107	46.161	56.493	34.1	-0.048	42.853	96.539	11.061	44.405	91.64	114.346	67.032	93.757	48.476	54.465	95.256	171.217	151.648	105.094	123.269	178.606	106.868	115.298	79.908	28.73	42.196	10.326	52.412	95.453	7.647	62.32	182.392	96.97	108.406	52.511	52.486	48.852	53.602	55.662	96.36	76.961	91.682	189.482	70.487	120.604	50.882
Pop_Rock	7	3	101.306	-68.391	-53.865	-73.827	-76.607	-44.918	-69.62	-39.841	-89.034	-66.295	-79.477	-74.812	-58.814	-26.001	-72.495	-52.082	-61.591	-58.724	-101.273	-85.657	-83.682	-87.562	-86.268	-99.08	-88.478	-95.894	-97.812	-80.939	-86.349	-116.707	-108.452	-101.531	-49.119	-56.778	-52.777	21.151	-55.16	-14.762	-88.626	-102.23	-33.384	-67.009	-74.913	-73.796	-65.95	-10.326	-4.812	-59.195	-92.779
Pop_Rock	0	4	164.359	80.214	48.142	78.48	45.449	23.947	27.365	32.527	6.885	10.953	19.063	9.506	-9.114	67.64	21.025	-24.557	-43.261	33.93	41.132	-11.747	-35.268	-8.09	12.395	-8.076	-10.788	12.095	20.964	-23.668	-23.664	27.068	-28.977	-12.888	20.237	24.377	21.409	13.901	69.704	61.532	25.361	20.202	45.883	59.289	40.804	-11.292	9.301	53.511	51.817	-2.393	-10.78
Pop_Rock	3	4	130.008	33.39	-74.487	3.28	8.16	17.894	-4.617	20.25	0.67	-9.242	-4.224	-140.549	31.785	42.041	66.351	87.185	80.498	46.441	19.409	73.897	126.535	99.849	120.867	159.913	17.302	-0.646	-8.844	-18.782	30.68	0.639	-44.767	25.148	104.815	-32.762	-2.002	11.402	29.118	52.485	13.695	52.091	9.087	-2.238	12.52	-9.816	1.252	-22.075	-49.744	41.048	-63.012
Pop_Rock	0	4	91.371	-172.567	-143.148	-112.888	-107.287	-138.81	-142.306	-131.064	-119.361	-119.374	-165.302	-169.75	-131.01	-172.701	-154.028	-159.771	-169.841	-150.28	-159.246	-109.246	-111.114	-135.659	-151.711	-149.38	-115.258	-122.399	-101.271	-112.519	-121.215	-117.997	-162.084	-121.353	-129.252	-19.968	-58.144	-73.725	-64.277	-59.886	-82.707	-52.419	-154.227	9.272	-26.289	-32.063	-65.237	-188.24	-108.495	-26.475	-116.835
Pop_Rock	4	4	91.999	-20.919	-2.053	-6.198	-78.835	-97.453	-61.729	-11.024	21.289	-8.622	-21.764	89.024	-32.112	-97.822	-129.362	-52.137	-44.887	-22.128	-68.339	-55.371	-67.154	-32.649	-37.423	-127.396	41.681	-31.957	-55.068	-84.626	-28.636	-36.967	-61.615	-52.239	-36.982	-15.126	-66.752	-6.838	-49.439	-39.181	-43.028	-11.706	-139.083	-1.709	-106.77	-115.625	-4.606	59.72	-81.894	-153.338	-89.02
Pop_Rock	11	4	148.363	2.897	20.235	25.06	38.482	47.835	38.715	41.214	36.671	26.409	29.367	19.381	48.831	34.003	39.324	29.194	12.51	-15.746	-18.623	8.906	14.033	-25.757	13.353	8.838	4.715	10.69	9.027	-70.43	-11.706	-81.957	-69.129	-105.691	-56.124	-90.47	-67.347	-79.168	-45.525	-58.939	-30.076	-86.304	-50.207	-67.555	-50.159	-54.171	-60.884	-45.397	-12.052	-31.997	-42.773
Country	9	1	121.162	-125.433	-121.924	-136.947	-128.787	-149.022	-98.212	-20.521	25.968	-2.637	47.71	-10.13	45.307	13.613	28.738	4.769	-4.783	118.841	11.55	-5.944	10.048	103.757	103.049	89.092	15.948	22.912	62.504	-34.027	25.12	-60.352	-32.293	-4.338	26.306	2.94	19.606	-10.987	9.195	-7.694	63.537	111.68	47.125	77.245	-44.178	-31.34	-65.934	-27.005	-27.765	-22.26	13.508
Rap	1	4	200.265	31.453	34.135	55.806	61.036	-28.224	117.783	16.332	71.233	90.203	49.494	59.439	6.639	23.135	121.187	52.277	14.057	43.293	90.424	79.193	44.931	82.355	141.267	63.161	-3.002	90.301	43.901	-10.894	-0.967	48.703	10.245	56.701	5.124	46.032	60.847	109.94	8.146	16.24	58.61	-34.919	-30.692	32.626	80.852	48.995	-17.513	93.121	-20.595	-18.642	70.079
Blues	8	4	177.362	6.708	18.581	20.192	64.946	36.353	15.394	-2.064	-8.257	10.009	-49.756	-76.257	-84.393	-18.344	26.557	-22.881	-48.887	-28.415	19.249	37.371	0.828	25.83	61.89	33.575	24.052	19.767	20.987	-13.259	-7.995	7.099	-13.994	3.85	-16.289	-6.196	26.403	-24.058	2.206	29.631	35.084	50.157	25.013	-6.36	37.486	-9.56	-37.627	4.89	13.8	-10.575	12.643
Pop_Rock	5	4	122.002	46.447	1.333	36.112	-7.124	17.494	-5.4	-30.884	-50.553	37.272	-41.148	-32.229	-32.252	48.093	-14.053	16.799	111.95	-8.874	-75.03	29.558	-18.229	-12.236	-51.275	34.962	-48.552	-19.993	-31.936	28.77	-23.8	-22.648	-8.821	56.071	-12.209	16.142	-21.931	72.206	-7.375	-12.567	6.736	75.106	-2.081	-3.652	-18.73	53.132	10.175	-7.67	6.168	73.687	-3.402
Pop_Rock	7	4	103.54	35.641	44.647	36.768	52.642	55.389	33.902	36.937	50.129	44.377	44.469	37.743	30.001	30.99	43.701	34.777	19.868	32.729	6.895	20.631	46.653	46.427	52.174	38.357	42.867	51.234	26.895	41.561	34.096	56.243	36.276	77.97	49.617	135.07	144.005	123.212	89.524	78.65	55.411	138.861	110.671	85.658	60.628	118.357	83.552	49.019	35.599	117.744	86.645
Pop_Rock	5	4	140.172	-34.942	-22.066	-42.837	-105.141	31.248	73.224	-68.933	-38.338	-44.56	-72.545	-120.946	-81.241	-42.514	33.325	14.424	20.09	17.881	-26.462	10.26	-8.987	-3.615	54.091	3.651	30.358	14.976	22.86	22.083	13.73	13.405	1.067	27.147	22.217	11.604	43.742	3.335	25.352	-1.743	24.534	27.051	12.006	16.357	25.777	8.889	-6.51	26.918	23.331	12.809	56.287
Pop_Rock	11	4	116.638	35.193	17.794	36.112	66.848	24.937	22.321	47.414	26.389	15.134	79.713	63.317	48.72	55.024	82.676	41.563	23.721	28.199	25.38	55.545	50.377	4.666	54.181	58.535	31.124	38.47	71.579	55.857	42.404	41.662	29.01	25.389	1.36	11.213	23.422	52.083	94.481	11.399	45.618	34.203	26.021	17.818	14.444	60.026	133.686	44.224	24.317	35.853	27.525
Blues	2	4	85.981	-29.551	-40.362	-28.604	-78.862	-76.962	-60.063	-59.293	-43.085	-51.507	-34.332	49.494	-3.776	-12.866	9.8	-31.546	-26.155	-38.866	-55.643	-35.767	-37.097	-38.62	-60.596	-55.439	-25.994	-31.951	-80.681	-49.748	-38.736	-25.386	-24.449	-14.322	-56.946	-11.099	-35.926	-27.406	-72.163	26.865	-23.134	-20.173	-34.343	13.701	-28.929	-46.306	-70.346	-74.947	-40.164	-34.49	-45.011
Electronic	7	3	124.023	-54.007	-12.813	8.715	-13.226	2.197	40.869	49.975	-54.667	44.092	-35.21	-80.744	-38.829	-12.629	-28.866	-77.675	-52.144	4.362	-5.922	157.669	11.568	-34.217	-52.121	-51.466	-6.323	-8.934	119.594	28.013	105.702	115.225	0.276	-1.201	-34.099	-67.776	2.041	-136.477	-66.009	-21.048	-14.603	-90.252	-48.957	-116.155	7.252	27.218	-76.362	-61.549	-36.48	-45.916	-48.15
Rap	6	4	148.877	11.89	-39.591	-14.121	-44.171	-29.522	5.096	-16.231	60.716	41.71	16.977	50.203	-1.18	-26.389	-12.226	33.747	-56.215	15.675	-14.009	-30.694	20.285	-30.69	35.822	-42.58	-70.591	80.403	-11.384	157.913	11.608	-46.098	-19.38	-67.574	11.534	-52.496	-81.963	-92.406	-66.072	-15.908	45.419	4.065	58.977	0.005	21.603	-22.291	-45.689	-50.888	-60.308	-48.367	46.721
Pop_Rock	7	4	237.831	8.377	-9.276	10.277	47.948	27.44	22.946	31.499	4.367	27.438	16.509	5.269	12.108	24.514	58.865	26.913	19.499	1.299	44.011	47.724	50.01	29.73	43.517	5.883	31.679	0.737	22.313	6.689	13.795	12.962	0.348	-12.783	-15.093	-14.937	5.538	33.458	43.322	71.554	71.863	33.362	4.806	32.308	48.364	60.098	3.252	39.09	19.175	22.435	-3.276
Rap	8	4	151.051	18.704	114.187	93.614	14.97	-122.825	-42.82	52.561	73.743	3.026	-166.827	-14.34	8.132	43.147	29.047	-13.033	-9.462	-46.921	-39.298	-121.087	-96.819	3.953	-68.811	12.239	40.543	64.437	-26.71	10.567	27.415	25.131	10.808	44.461	33.034	96.218	55.355	23.671	44.716	37.769	32.912	-2.321	45.23	4.273	-41.952	-83.631	-59.078	-114.941	117.799	75.639	40.119
Country	0	4	131.074	22.208	-2.813	-8.191	29.641	23.095	20.741	24.72	79.73	88.755	38.48	16.933	20.194	-10.139	0.142	0.929	-12.322	37.973	3.415	22.438	-24.011	9.526	-20.477	-30.605	-5.917	-27.857	-44.426	-2.945	-14.377	-21.515	-21.672	8.725	-29.341	-7.852	26.549	18.384	158.422	68.084	157.692	32.188	-44.856	-38.374	-5.11	43.691	19.96	-9.933	15.648	-40.424	-1.887
Pop_Rock	11	3	137.951	18.679	27.811	54.346	31.332	12.616	107.99	26.579	16.106	13.231	28.617	17.491	10.64	35.628	79.388	-18.693	18.663	29.927	-4.174	18.044	25.687	14.577	9.366	47.099	68.052	27.062	3.591	26.546	12.511	38.489	40.908	66.569	18.38	-20.133	-42.502	-5.723	38.968	6.535	9.928	62.627	-6.465	1.562	45.745	22.727	13.962	-4.977	30.695	34.539	16.658
Pop_Rock	6	4	184.283	-18.17	19.328	-40.865	-31.25	49.762	47.289	52.041	14.458	-21.826	41.843	40.832	-6.3	10.485	-12.972	-2.105	-22.563	-7.749	13.547	-10.71	4.445	6.401	39.035	21.972	-9.49	23.786	6.887	43.053	11.952	50.405	49.155	47.266	69.389	55.608	43.641	-43.567	-22.91	-64.082	-29.158	-72.944	-35.54	-24.463	12.428	11.172	21.565	-14.451	-80.586	-29.523	-33.138
Blues	10	4	128.713	91.757	74.442	93.667	73.832	37.251	3.322	31.832	27.351	24.212	22.391	10.686	32.798	20.657	35.495	21.876	53.555	32.845	17.705	-0.001	4.152	-25.698	0.009	21.587	28.83	29.228	34.81	36.864	40.822	56.291	28.756	-7.868	5.386	-3.897	2.149	38.396	35.105	39.424	31.517	9.045	51.152	5.44	-2.068	16.044	16.224	15.927	-8.969	24.391	29.875
Pop_Rock	8	4	96.941	41.24	73.292	42.075	-29.729	35.993	38.62	70.691	55.646	62.965	40.864	27.191	33.616	27.628	50.233	38.541	34.624	11.472	27.076	28.489	27.043	28.921	43.64	69.316	39.547	25.877	41.714	22.859	38.941	55.737	87.954	76.904	76.66	30.462	82.924	49.079	15.593	24.58	26.636	23.801	34.503	18.404	38.016	35.459	23.758	17.048	40.706	24.802	14.108
Pop_Rock	7	4	129.909	12.918	-8.974	23.47	22.103	20.421	38.856	29.975	18.557	44.676	65.039	50.721	48.565	107.242	59.815	25.729	42.304	8.817	22.884	23.771	48.635	71.439	93.769	45.66	15.381	28.253	24.007	36.049	44.747	63.974	31.806	58.416	25.012	18.156	17.111	20.189	30.503	25.314	18.002	31.292	68.59	24.444	20.225	5.858	26.334	29.814	24.952	-6.687	-2.617
Jazz	4	4	101.006	-68.018	-129.549	-99.991	-52.997	-63.873	-27.272	-50.099	8.172	-9.291	-32.265	-64.523	20.893	-88.074	22.456	42.774	61.728	-17.358	-21.692	-27.029	41.215	-9.868	-44.632	-72.558	-18.336	-42.638	-110.695	-62.43	-19.174	-9.802	-52.414	-14.776	-30.608	17.023	-22.906	-65.135	-102.952	-10.994	-50.269	-81.92	-56.514	-30.063	-67.983	-6.916	-18.245	-9.069	-33.29	-71.757	-147.442
Pop_Rock	10	4	131.4	-67.195	-17.498	-36.927	-72.459	-37.631	-73.16	-22.644	-98.557	11.024	-0.468	-47.625	-1.9	-56.51	-70.146	-31.132	1.659	-76.448	-63.713	-2.652	-23.689	-71.336	96.902	-137.778	11.429	-19.679	6.012	-58.293	-32.054	-58.599	4.95	-30.689	-45.65	42.185	-85.805	46.558	-132.096	-109.825	-54.806	38.775	-40.631	-79.352	-21.507	-48.02	-42.59	-91.056	-13.269	32.005	-76.735
Pop_Rock	7	4	182.977	65.39	45.643	73.958	66.864	52.784	51.635	62.848	59.353	105.143	84.389	57.094	58.519	50.12	75.079	48.13	62.154	60.073	66.776	73.518	55.175	68.548	46.358	64.821	34.153	50.184	43.261	55.761	76.113	68.255	59.099	50.166	43.647	56.061	68.934	51.322	51.243	73.864	76.3	65.465	51.914	58.418	72.54	48.766	72.817	63.156	51.221	55.201	54.923
Pop_Rock	7	4	91.973	-69.73	-0.237	-1.107	-45.7	-63.999	-17.277	-14.09	-36.923	13.585	59.261	-34.705	-59.475	-83.4	-21.118	-56.598	-30.716	3.027	16.358	19.798	2.115	8.604	-31.837	-59.335	-0.274	-58.083	-33.56	3.019	-23.305	-2.88	-13.436	-5.423	-48.761	-95.448	-10.512	-55.997	-19.584	-34.834	1.396	17.105	-16.508	-36.326	1.172	-41.679	-63.302	-62.419	-64.891	-6.271	-47.374
Rap	1	4	108.013	-62.449	-28.493	-116.041	-66.433	7.64	-7.629	-91.892	-17.401	42.688	-36.54	-143.749	-49.571	54.675	23.703	82.16	170.881	76.298	69.233	103.223	22.451	110.197	81.703	-57.756	-160.232	11.319	16.205	-41.359	83.454	-68.3	29.819	-5.976	-23.585	-36.526	-55.105	-80.005	-57.31	29.578	-141.111	-109.268	-39.062	8.681	-37.337	10.562	5.808	-7.33	-32.929	-54.163	-54.069
Pop_Rock	6	4	141.223	21.352	-23.943	-5.159	11.986	19.201	-11.715	-15.069	27.691	60.966	33.03	1.983	17.174	49.044	96.699	56.287	69.961	26.418	48.679	44.501	20.84	45.801	33.385	27.344	-0.919	44.264	24.22	9.495	69.981	51.457	57.293	55.244	9.191	22.438	-8.444	57.169	-35.449	-19.865	47.369	78.561	-3.629	7.532	18.317	42.764	53.272	0.636	76.742	48.983	58.082
Rap	8	4	157.696	50.961	55.465	63.142	74.817	-1.052	68.235	21.084	31.875	53.693	44.608	58.848	-34.296	38.606	32.324	81.58	42.658	24.001	35.13	75.37	62.913	-39.69	2.523	21.992	6.033	54.099	45.59	49.293	54.934	43.239	-12.444	58.469	43.3	54.792	61.482	67.354	45.347	83.867	55.287	6.835	16.718	-19.47	34.71	81.331	35.402	67.833	-22.889	13.348	10.264
Pop_Rock	8	4	116.815	107.161	98.49	125.808	95.442	68.796	62.136	53.184	37.568	79.508	106.37	71.646	40.601	70.884	59.099	37.859	83.551	88.703	79.989	93.982	53.965	38.998	86.874	67.858	84.761	86.085	84.014	53.524	39.337	111.726	73.231	58.276	38.102	73.407	117.71	86.8	50.518	42.632	66.186	47.473	27.028	35.327	38.26	48.953	44.246	65.955	122.324	80.293	49.229
Pop_Rock	4	4	161.071	36.348	-9.164	2.719	36.825	34.628	28.117	44.302	37.547	25.112	40.718	28.859	32.35	-10.279	34.149	50.64	75.594	53.52	50.005	72.957	56.751	37.051	11.076	2.23	-13.014	40.863	48.265	99.857	74.171	48.476	46.959	39.101	49.176	58.102	51.022	51.936	48.622	48.506	61.486	51.884	27.393	42.643	32.785	47.676	33.256	40.714	42.559	33.62	20.632
Pop_Rock	1	4	81.689	-28.746	6.539	72.793	-16.078	-52.024	25.79	-33.144	34.818	-39.38	-39.387	-69.072	-77.937	-45.137	-103.593	-59.853	-37.567	-61.063	-132.848	-52.03	-65.588	-44.49	-58.142	-85.199	-144.69	-57.723	-83.004	-44.127	-40.734	-79.215	-7.083	-51.602	-55.738	56.758	1.032	52.288	67.905	58.015	73.025	-50.938	-29.91	92.685	100.455	-53.495	-100.09	24.144	22.26	62.113	113.596
Pop_Rock	2	4	99.752	65.862	68.115	59.828	62.829	66.551	57.43	58.833	56.689	64.331	75.703	97.875	79.836	78.101	93.581	77.119	66.467	68.097	48.982	95.331	138.92	43.865	58.346	58.656	28.269	55.621	22.41	42.578	15.972	61.536	73.777	68.481	55.841	42.453	58.848	27.757	85.102	78.239	56.579	54.642	78.302	63.03	46.798	43.694	58.892	30.621	56.491	41.779	55.006
Pop_Rock	4	4	147.932	-3.666	27.774	18.253	61.014	69.235	-7.064	9.661	-7.023	34.709	2.906	63.032	15.718	12.903	11.973	76.424	22.12	-7.152	-19.686	-25.613	26.202	32.944	7.984	42.07	-5.875	26.421	-29.442	88.759	32.917	38.297	12.573	11.818	14.146	75.259	83.873	26.192	18.053	-42.848	-24.834	-27.912	32.413	-14.93	2.571	-0.657	85.912	75.195	58.968	54.92	44.54
Rap	4	4	187.958	-18.586	-42.28	-25.489	89.791	2.666	-96.415	-46.055	60.983	12.162	62.65	21.587	63.456	23.805	-7.656	-5.418	79.026	23.253	62.822	48.777	55.148	30.406	63.38	4.573	41.148	39.408	-1.365	108.049	-3.125	46.009	16.078	18.345	0.431	41.898	40.841	6.787	47.876	13.216	-9.155	12.841	26.039	42.661	79.592	87.583	26.294	4.958	23.664	46.498	91.38
Blues	4	3	92.32	-204.11	-236.274	-208.679	-198.546	-262.398	-227.872	-176.55	-123.368	-62.325	-75.28	-115.422	-168.932	-162.162	-102.117	-158.778	-152.764	-192.695	-239.658	-227.77	-261.32	-246.588	-287.834	-290.056	-119.731	-155.859	-144.211	-189.787	-273.551	-174.392	-115.968	-166.469	-169.426	-142.394	-139.766	-196.139	-194.669	-171.499	-173.627	-171.772	-187.591	-215.425	-254.193	-258.138	-252.846	-122.68	-101.118	-81.186	-136.984
Pop_Rock	0	4	134.033	14.549	-1.264	16.709	14.448	13.053	18.237	16.782	13.225	-18.24	4.961	-11.79	-11.173	-0.793	-21.712	20.146	-0.705	10.692	-12.103	43.795	32.041	0.807	57.647	14.275	9.428	34.992	47.829	22.374	41.396	52.421	28.761	29.732	24.533	35.248	56.931	20.02	67.137	27.121	26.174	50.958	56.82	53.295	30.388	62.49	49.719	43.843	40.779	62.947	53.517
Pop_Rock	9	4	131.568	-41.304	1.478	-3.143	-13.59	-64.468	51.282	-47.684	-44.277	-129.645	-168.214	-64.701	-162.305	-151.784	-112.996	-62.899	10.163	-47.626	-34.567	10.494	-43.004	-130.63	-125.426	-91.316	-120.698	2.115	-118.041	-124.847	-154.14	-175.096	-99.567	-49.606	-39.589	-102.712	-48.937	-21.679	-31.739	-120.104	-72.627	-61.536	-63.851	0.947	-64.184	-71.809	-139.948	-103.707	-59.822	-6.18	-118.341
Blues	0	1	107.601	-63.354	-7.322	-79.555	-78.713	-48.622	-49.028	48.678	-45.688	-91.962	-122.612	-121.588	3.346	-29.557	-69.289	-2.47	-30.825	-8.38	32.923	38.08	47.683	39.535	-20.043	-43.576	-46.56	-37.269	14.745	0.47	20.748	-79.218	-99.397	-21.857	-66.359	-93.215	43.627	28.586	-28.314	-38.667	10.931	0.209	-84.736	-94.222	-28.238	-97.235	49.724	28.401	3.812	-73.548	-73.512
Pop_Rock	5	4	97.036	74.038	15.293	47.73	36.091	57.691	66.295	53.302	39.414	24.151	37.668	10.914	16.684	40.532	26.852	30.269	53.601	31.813	-17.736	29.898	29.649	9.606	13.694	38.443	22.734	22.12	25.447	56.211	39.84	75.798	47.247	47.062	16.204	10.422	11.755	15.353	26.049	0.588	19.808	45.325	31.838	20.285	13.416	29.644	75.033	80.809	48.585	52.924	43.263
Pop_Rock	6	4	164.049	1.32	-74.751	-13.309	55.801	4.509	10.41	-2.78	10.121	16.618	-24.661	27.992	76.547	-21.354	1.28	21.424	49.961	-55.209	-51.061	22.972	83.472	-33.895	-21.775	10.282	27.586	-28.676	-34.82	-28.472	-12.555	56.656	-0.407	19.015	99.364	22.05	91.478	40.729	10.676	-17.327	17.47	14.591	-18.402	9.267	-6.495	4.597	32.077	-21.461	-7.323	58.612	-49.526
Pop_Rock	4	4	121.983	-53.974	23.761	29.653	37.054	8.414	-30.752	-61.654	-54.711	-9.616	-41.357	-39.66	-19.452	-32.922	-30.285	0.389	-46.006	-29.369	-46.431	-60.986	-58.085	-7.21	-37.868	-27.815	-35.766	-18.103	1.38	6.627	-39.351	-12.093	-18.255	-24.821	-10.721	9.616	-22.396	-10.115	15.049	12.988	-19.561	-59.347	-30.282	2.511	-42.722	-26.587	6.643	-22.526	-40.66	-29.829	-0.824
Pop_Rock	2	4	87.679	-42.902	-42.158	-61.153	-59.192	-61.316	-49.669	-79.36	-83.106	-67.807	-72.958	-19.949	-65.71	-76.513	-56.76	-62.619	-60.334	-73.128	-65.152	-83.424	-53.461	-61.683	-75.71	-26.677	-69.123	-70.265	-64.491	-88.541	-56.561	-32.216	-35.242	-42.387	-74.274	-40.878	-74.309	-68.064	-41.175	-69.626	-54.826	-63.77	-44.517	-66.462	-66.051	-70.364	-75.618	-78.384	-70.412	-99.455	-65.649
Rap	1	3	111.67	38.817	-14.819	-2.427	21.645	24.579	7.351	25.864	-3.872	4.744	20.183	11.607	-19.439	-81.322	-36.393	6.682	52.967	-72.981	-137.485	-144.917	-138.942	-154.932	-93.758	-148.044	-115.835	-210.882	-182.678	-215.442	-203.685	-107.886	-169.108	-88.758	-83.047	-114.65	-161.978	-163.658	-171.264	-145.648	-135.284	-160.496	-113.451	-140.296	-12.106	17.636	20.499	5.933	16.827	-28.199	19.641
